user_id,location_pref_str,budget_pref,amenities_pref,property_type_pref_str,travel_frequency_score
54,Hồ Chí Minh,3325672.911,"['điều hòa nhiệt độ', 'hair dryer', 'cho phép thú cưng', 'waterfront', 'mở cửa theo giờ giấc cụ thể']",APARTMENT,1
55,Hà Nội,448919.6049,['bể bơi'],APARTMENT,1
56,Hồ Chí Minh,10292574.74,"['cho phép thú cưng', 'exterior security cameras on property', 'bếp', 'waterfront']",APARTMENT,0.5
57,Nha Trang,13719017.08,"['không có máy phát hiện khí co', 'chỗ đỗ xe miễn phí tại nơi ở', 'chỗ ở có camera an ninh ngoài nhà', 'washer']",APARTMENT,1
58,Nha Trang,613200.2015,"['air conditioning', 'elevator', 'lối ra bãi biển – hướng biển']",HOSTEL,1
59,Hồ Chí Minh,11850650.14,"['hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'không có máy báo khói']",VILLA,0.5
60,Đà Nẵng,844616.6144,"['hướng nhìn ra đường chân trời thành phố', 'tầng thượng', 'miễn phí đỗ xe trên đường/phố']",HOSTEL,0.5
61,Đà Nẵng,642028.2502,"['bếp', 'pool', 'kitchen', 'elevator', 'cho phép gửi hành lý']",HOSTEL,0.5
62,Hồ Chí Minh,13809117.52,"['bếp', 'không có máy báo khói', 'tv với truyền hình cáp tiêu chuẩn', 'máy sấy tóc', 'wi-fi']",APARTMENT,0.5
63,Nha Trang,778428.68,"['elevator', 'exterior security cameras on property', 'chỗ đỗ xe miễn phí tại nơi ở', 'chỗ ở có camera an ninh ngoài nhà', 'pets allowed']",APARTMENT,1
64,Đà Nẵng,13662500.96,"['bể bơi', 'chỗ ở có camera an ninh ngoài nhà', 'hot tub', 'chỗ đỗ xe miễn phí tại nơi ở']",APARTMENT,1
65,Hà Nội,1416624.898,"['chỗ đỗ xe miễn phí tại nơi ở', 'tv với truyền hình cáp tiêu chuẩn', 'lock on bedroom door', 'miễn phí đỗ xe trên đường/phố', 'máy giặt']",APARTMENT,1
66,Đà Nẵng,11393301.27,"['tv với truyền hình cáp tiêu chuẩn', 'bể bơi', 'hot tub']",APARTMENT,0.5
67,Hồ Chí Minh,345236.1774,"['pets allowed', 'kitchen', 'mở cửa theo giờ giấc cụ thể', 'không có máy phát hiện khí co']",APARTMENT,0.5
68,Hà Nội,990025.5248,['dedicated workspace'],HOSTEL,1
69,Đà Nẵng,11815192.93,"['thang máy', 'washer', 'lối ra bãi biển – hướng biển']",APARTMENT,0.5
70,Hà Nội,3112704.859,"['cho phép gửi hành lý', 'hair dryer']",VILLA,0.5
71,Hồ Chí Minh,7899269.712,"['free parking on premises', 'washer', 'máy giặt', 'mở cửa theo giờ giấc cụ thể']",APARTMENT,0.5
72,Vietnam,6501223.994,"['tv với truyền hình cáp tiêu chuẩn', 'luggage dropoff allowed', 'elevator', 'hướng nhìn ra đường chân trời thành phố', 'thang máy']",APARTMENT,0.5
73,Hồ Chí Minh,8282571.896,"['tầng thượng', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm']",APARTMENT,1
74,Hà Nội,608082.604,['không có máy báo khói'],APARTMENT,0.5
75,Đà Nẵng,376798.5839,"['tv với truyền hình cáp tiêu chuẩn', 'lake access']",HOSTEL,1.5
76,Nha Trang,591059.2748,"['chỗ ở có camera an ninh ngoài nhà', 'elevator', 'không có máy phát hiện khí co', 'washer']",HOSTEL,1
77,Hồ Chí Minh,1596354.655,"['hair dryer', 'tv với truyền hình cáp tiêu chuẩn', 'wifi', 'kitchen']",APARTMENT,0.5
78,Vietnam,8325667.797,['pets allowed'],APARTMENT,1
79,Đà Nẵng,675777.757,"['wifi', 'free parking on premises', 'tầng thượng']",APARTMENT,1.5
80,Hà Nội,3889481.87,"['mở cửa theo giờ giấc cụ thể', 'bếp', 'wifi', 'chỗ ở có camera an ninh ngoài nhà']",APARTMENT,1
81,Hà Nội,677773.1029,"['lake access', 'thang máy', 'hướng nhìn ra đường chân trời thành phố', 'dedicated workspace', 'hot tub']",HOTEL,1
82,Đà Nẵng,1440906.851,"['lối ra bãi biển – hướng biển', 'tv', 'city skyline view', 'tv với truyền hình cáp tiêu chuẩn']",APARTMENT,1
83,Hà Nội,595748.021,"['dedicated workspace', 'bể bơi', 'bếp']",APARTMENT,1
84,Nha Trang,726894.0703,"['thang máy', 'miễn phí đỗ xe trên đường/phố']",HOTEL,1
85,Hồ Chí Minh,9408810.218,"['wifi', 'kitchen', 'lối ra bãi biển – hướng biển']",APARTMENT,1
86,Đà Nẵng,1620508.934,"['luggage dropoff allowed', 'bể bơi', 'điều hòa nhiệt độ', 'máy giặt']",APARTMENT,1
87,Vietnam,13164283.93,['hướng nhìn ra đường chân trời thành phố'],APARTMENT,0.5
88,Đà Nẵng,643870.7261,"['tv với truyền hình cáp tiêu chuẩn', 'thang máy', 'tv', 'lối ra bãi biển – hướng biển', 'hair dryer']",APARTMENT,1
89,Hồ Chí Minh,343402.4711,"['tầng thượng', 'lake access', 'bếp']",APARTMENT,0.5
90,Hà Nội,609126.2511,"['cho phép gửi hành lý', 'chỗ đỗ xe miễn phí tại nơi ở']",APARTMENT,1
91,Hà Nội,1220090.831,"['washer', 'luggage dropoff allowed', 'thang máy']",HOTEL,1
92,Nha Trang,7730586.073,"['tv', 'cho phép thú cưng']",APARTMENT,1
93,Hồ Chí Minh,1412055.436,"['hướng nhìn ra biển', 'lake access']",APARTMENT,1
94,Hồ Chí Minh,484899.016,"['free parking on premises', 'elevator', 'lake access']",APARTMENT,0.5
95,Hồ Chí Minh,676891.8485,"['pool', 'bể bơi', 'không có máy báo khói', 'miễn phí đỗ xe trên đường/phố']",APARTMENT,1
96,Đà Nẵng,496949.358,"['chỗ ở có camera an ninh ngoài nhà', 'không gian riêng để làm việc', 'lake access']",APARTMENT,0.5
97,Hà Nội,927565.4364,"['máy giặt', 'pool']",HOSTEL,0.5
98,Đà Nẵng,4014222.536,"['hair dryer', 'lock on bedroom door', 'city skyline view']",APARTMENT,1
99,Nha Trang,666475.3402,['không có máy phát hiện khí co'],APARTMENT,1.5
100,Nha Trang,3183230.576,"['lake access', 'hot tub', 'không có máy phát hiện khí co', 'miễn phí đỗ xe trên đường/phố']",APARTMENT,1
101,Hà Nội,13383925.37,"['chỗ đỗ xe miễn phí tại nơi ở', 'tv với truyền hình cáp tiêu chuẩn', 'hair dryer', 'bếp']",HOSTEL,1
102,Hà Nội,2405885.54,"['điều hòa nhiệt độ', 'exterior security cameras on property', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm']",APARTMENT,0.5
103,Hà Nội,1304098.15,"['elevator', 'máy sấy tóc', 'wi-fi', 'hướng nhìn ra biển']",APARTMENT,1
104,Hồ Chí Minh,608093.5582,['hot tub'],APARTMENT,1
105,Hồ Chí Minh,8527100.52,"['máy giặt', 'bể bơi', 'cho phép gửi hành lý', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'tv']",APARTMENT,1
106,Hà Nội,1305454.671,"['thang máy', 'miễn phí đỗ xe trên đường/phố', 'cho phép thú cưng', 'lake access']",APARTMENT,0.5
107,Hồ Chí Minh,634514.2021,"['city skyline view', 'wi-fi', 'cho phép thú cưng']",HOTEL,0.5
108,Đà Nẵng,6868888.723,"['cho phép gửi hành lý', 'lake access', 'pool', 'hot tub', 'tầng thượng']",HOTEL,1
109,Đà Nẵng,13838421.81,"['wifi', 'tv với truyền hình cáp tiêu chuẩn', 'kitchen', 'exterior security cameras on property', 'lock on bedroom door']",APARTMENT,1
110,Hồ Chí Minh,625693.3744,"['hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'air conditioning', 'city skyline view']",APARTMENT,1.5
111,Hưng Yên,524046.0676,"['lake access', 'mở cửa theo giờ giấc cụ thể']",APARTMENT,1
112,Hà Nội,712215.0171,"['chỗ đỗ xe miễn phí tại nơi ở', 'lối ra bãi biển – hướng biển', 'pets allowed', 'kitchen', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm']",HOSTEL,0.5
113,Hồ Chí Minh,360729.6834,"['hair dryer', 'không gian riêng để làm việc', 'wi-fi', 'lake access', 'kitchen']",APARTMENT,1
114,Đà Nẵng,8323007.144,"['thang máy', 'bếp', 'wifi', 'lối ra bãi biển – hướng biển']",APARTMENT,1
115,Nha Trang,988391.4846,"['exterior security cameras on property', 'hot tub', 'hair dryer', 'cho phép thú cưng', 'wifi']",APARTMENT,1
116,Hà Nội,594626.7178,"['elevator', 'máy giặt', 'không gian riêng để làm việc']",APARTMENT,0.5
117,Nha Trang,1643443.722,['waterfront'],APARTMENT,0.5
118,Đà Nẵng,353412.5351,"['washer', 'luggage dropoff allowed', 'không có máy báo khói', 'cho phép thú cưng', 'chỗ đỗ xe miễn phí tại nơi ở']",HOSTEL,1
119,Nha Trang,8620873.457,"['wi-fi', 'thang máy', 'bếp', 'chỗ đỗ xe miễn phí tại nơi ở', 'exterior security cameras on property']",HOSTEL,1
120,Hồ Chí Minh,320407.3788,"['hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'hướng nhìn ra đường chân trời thành phố']",APARTMENT,1.5
121,Đà Nẵng,810032.6079,['wi-fi'],APARTMENT,1
122,Nha Trang,9019058.076,"['hair dryer', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'miễn phí đỗ xe trên đường/phố', 'chỗ đỗ xe miễn phí tại nơi ở', 'mở cửa theo giờ giấc cụ thể']",HOTEL,1
123,Đà Nẵng,421807.5775,"['pets allowed', 'không có máy phát hiện khí co', 'exterior security cameras on property', 'wifi']",VILLA,1
124,Vietnam,1493744.388,['waterfront'],APARTMENT,1
125,Nha Trang,947517.0651,"['miễn phí đỗ xe trên đường/phố', 'elevator', 'washer']",APARTMENT,1
126,Đà Nẵng,550547.3126,['tv'],APARTMENT,0.5
127,Đà Nẵng,789891.0595,['chỗ đỗ xe miễn phí tại nơi ở'],APARTMENT,1
128,Vietnam,1176218.949,"['wifi', 'thang máy']",APARTMENT,0.5
129,Hồ Chí Minh,653673.5652,"['thang máy', 'free parking on premises']",APARTMENT,1.5
130,Đà Nẵng,323439.6363,['lock on bedroom door'],APARTMENT,0.5
131,Hà Nội,372070.7989,"['hot tub', 'không có máy phát hiện khí co', 'dedicated workspace', 'máy sấy tóc']",HOTEL,1.5
132,Đà Nẵng,1268929.571,['tầng thượng'],HOTEL,1
133,Hồ Chí Minh,8539032.317,['wifi'],APARTMENT,0.5
134,Đà Nẵng,435222.6696,"['không gian riêng để làm việc', 'wi-fi', 'miễn phí đỗ xe trên đường/phố']",APARTMENT,0.5
135,Hà Nội,1248284.362,"['miễn phí đỗ xe trên đường/phố', 'hướng nhìn ra biển', 'tv', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'pets allowed']",APARTMENT,1.5
136,Nha Trang,393783.1562,"['hot tub', 'tv', 'miễn phí đỗ xe trên đường/phố']",HOTEL,1
137,Đà Nẵng,9055291.902,"['waterfront', 'bể bơi']",HOSTEL,0.5
138,Nha Trang,426949.0793,['bể bơi'],APARTMENT,1
139,Hà Nội,887409.0083,"['máy sấy tóc', 'dedicated workspace', 'bể bơi', 'lake access', 'cho phép thú cưng']",APARTMENT,1.5
140,Nha Trang,501682.3757,"['pool', 'mở cửa theo giờ giấc cụ thể', 'không gian riêng để làm việc']",HOTEL,1
141,Hồ Chí Minh,415739.5675,"['không gian riêng để làm việc', 'washer']",APARTMENT,0.5
142,Hồ Chí Minh,1514308.999,"['dedicated workspace', 'pool', 'waterfront', 'lock on bedroom door', 'lối ra bãi biển – hướng biển']",APARTMENT,0.5
143,Hà Nội,748830.2872,"['thang máy', 'exterior security cameras on property', 'điều hòa nhiệt độ', 'lối ra bãi biển – hướng biển']",HOTEL,0.5
144,Hồ Chí Minh,534086.5439,"['máy giặt', 'bể bơi']",HOSTEL,1.5
145,Đà Nẵng,1271296.586,"['dedicated workspace', 'hot tub', 'pool', 'cho phép thú cưng']",APARTMENT,1
146,Nha Trang,752749.5795,"['bể bơi', 'free parking on premises', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'mở cửa theo giờ giấc cụ thể']",APARTMENT,0.5
147,Hồ Chí Minh,10591576.64,"['bể bơi', 'bếp', 'tầng thượng', 'hot tub']",HOSTEL,1
148,Đà Nẵng,11517781.58,"['wifi', 'elevator', 'máy giặt', 'washer']",APARTMENT,1.5
149,Nha Trang,604545.8513,"['mở cửa theo giờ giấc cụ thể', 'lối ra bãi biển – hướng biển', 'thang máy']",APARTMENT,1.5
150,Hà Nội,9186094.748,"['hướng nhìn ra đường chân trời thành phố', 'air conditioning', 'tv']",APARTMENT,0.5
151,Vietnam,8462266.87,"['elevator', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm']",APARTMENT,1.5
152,Nha Trang,9369005.869,['tv'],HOSTEL,0.5
153,Đà Nẵng,1174835.79,"['mở cửa theo giờ giấc cụ thể', 'elevator']",APARTMENT,1
154,Đà Nẵng,2844005.834,"['pool', 'hair dryer', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'waterfront']",APARTMENT,1.5
155,Hồ Chí Minh,619378.4572,['tầng thượng'],HOTEL,0.5
156,Hà Nội,4243302.011,"['free parking on premises', 'pets allowed']",APARTMENT,1.5
157,Đà Nẵng,8897616.895,['máy giặt'],APARTMENT,1.5
158,Đà Nẵng,491118.6552,"['washer', 'miễn phí đỗ xe trên đường/phố', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'thang máy', 'lake access']",APARTMENT,1
159,Hà Nội,8022988.172,['cho phép gửi hành lý'],APARTMENT,1
160,Hồ Chí Minh,1589823.453,['elevator'],APARTMENT,0.5
161,Đà Nẵng,1519806.855,['không có máy phát hiện khí co'],HOSTEL,1
162,Hồ Chí Minh,1616383.038,"['chỗ ở có camera an ninh ngoài nhà', 'không có máy báo khói']",APARTMENT,1
163,Nha Trang,1330395.479,"['mở cửa theo giờ giấc cụ thể', 'bể bơi', 'free parking on premises', 'lock on bedroom door', 'wifi']",HOSTEL,1.5
164,Hồ Chí Minh,6473960.6,"['tầng thượng', 'thang máy']",APARTMENT,1
165,Hà Nội,4990000.808,['tv với truyền hình cáp tiêu chuẩn'],HOSTEL,0.5
166,Đà Nẵng,6476803.321,"['kitchen', 'washer', 'luggage dropoff allowed']",HOSTEL,0.5
167,Đà Nẵng,1598811.408,"['pool', 'luggage dropoff allowed', 'air conditioning', 'exterior security cameras on property']",APARTMENT,0.5
168,Đà Nẵng,1328975.93,"['hot tub', 'hướng nhìn ra biển', 'máy sấy tóc', 'washer']",APARTMENT,1.5
169,Nha Trang,409071.5265,['bể bơi'],APARTMENT,1
170,Nha Trang,542129.6547,"['hướng nhìn ra biển', 'không có máy báo khói', 'mở cửa theo giờ giấc cụ thể', 'tầng thượng', 'wifi']",APARTMENT,1
171,Nha Trang,321132.8689,"['waterfront', 'không có máy báo khói', 'điều hòa nhiệt độ', 'không gian riêng để làm việc']",HOSTEL,0.5
172,Nha Trang,513069.5257,['hướng nhìn ra đường chân trời thành phố'],APARTMENT,1.5
173,Hồ Chí Minh,1022613.309,"['mở cửa theo giờ giấc cụ thể', 'lake access']",APARTMENT,1
174,Hồ Chí Minh,1520273.59,"['city skyline view', 'hot tub', 'washer', 'hair dryer']",APARTMENT,1
175,Đà Nẵng,511963.6538,"['city skyline view', 'chỗ ở có camera an ninh ngoài nhà', 'không gian riêng để làm việc', 'chỗ đỗ xe miễn phí tại nơi ở', 'pool']",APARTMENT,1
176,Vietnam,1068505.05,"['luggage dropoff allowed', 'lối ra bãi biển – hướng biển', 'hair dryer', 'lock on bedroom door', 'lake access']",HOSTEL,0.5
177,Đà Nẵng,507131.72,"['bể bơi', 'washer', 'không có máy báo khói', 'lake access']",HOSTEL,0.5
178,Hà Nội,1401226.623,"['pool', 'mở cửa theo giờ giấc cụ thể', 'máy giặt', 'tv với truyền hình cáp tiêu chuẩn']",APARTMENT,1
179,Hà Nội,631181.1587,"['chỗ đỗ xe miễn phí tại nơi ở', 'không có máy báo khói', 'dedicated workspace', 'thang máy']",HOTEL,1.5
180,Hà Nội,6975946.481,"['hair dryer', 'không có máy báo khói', 'bể bơi', 'waterfront']",APARTMENT,1
181,Đà Nẵng,1218494.16,"['elevator', 'lối ra bãi biển – hướng biển', 'điều hòa nhiệt độ']",HOSTEL,0.5
182,Đà Nẵng,1621548.303,"['bể bơi', 'kitchen', 'pool', 'city skyline view', 'cho phép thú cưng']",APARTMENT,0.5
183,Nha Trang,1314124.023,"['pets allowed', 'wi-fi', 'không gian riêng để làm việc', 'máy giặt', 'thang máy']",HOSTEL,0.5
184,Nha Trang,13601634.25,"['hướng nhìn ra biển', 'chỗ ở có camera an ninh ngoài nhà']",APARTMENT,0.5
185,Đà Nẵng,650479.4369,"['không gian riêng để làm việc', 'không có máy phát hiện khí co', 'chỗ ở có camera an ninh ngoài nhà']",APARTMENT,1
186,Nha Trang,4104800.062,['không có máy báo khói'],APARTMENT,1
187,Đà Nẵng,13322116.58,"['hair dryer', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'air conditioning', 'tv', 'máy giặt']",APARTMENT,1
188,Hồ Chí Minh,6577053.179,['mở cửa theo giờ giấc cụ thể'],APARTMENT,1
189,Đà Nẵng,610811.1088,"['điều hòa nhiệt độ', 'không gian riêng để làm việc', 'pool', 'city skyline view']",APARTMENT,1
190,Hà Nội,13352989.98,"['hair dryer', 'thang máy', 'không có máy phát hiện khí co', 'không có máy báo khói', 'luggage dropoff allowed']",APARTMENT,1.5
191,Hà Nội,557709.9865,"['washer', 'tv', 'air conditioning', 'hướng nhìn ra đường chân trời thành phố', 'bếp']",HOSTEL,1
192,Hồ Chí Minh,1515684.744,"['lock on bedroom door', 'hair dryer', 'điều hòa nhiệt độ', 'tv', 'bể bơi']",HOSTEL,1
193,Hồ Chí Minh,2308561.927,"['dedicated workspace', 'air conditioning', 'tv với truyền hình cáp tiêu chuẩn']",HOSTEL,1.5
194,Đà Nẵng,377836.793,"['không có máy phát hiện khí co', 'hướng nhìn ra đường chân trời thành phố']",APARTMENT,1
195,Đà Nẵng,1490201.844,"['kitchen', 'exterior security cameras on property', 'lake access', 'mở cửa theo giờ giấc cụ thể']",HOSTEL,0.5
196,Nha Trang,936872.0222,['hair dryer'],HOSTEL,0.5
197,Hồ Chí Minh,4885059.776,"['free parking on premises', 'air conditioning', 'wi-fi', 'không có máy phát hiện khí co', 'điều hòa nhiệt độ']",HOTEL,1
198,Hà Nội,747707.7348,['free parking on premises'],APARTMENT,0.5
199,Nha Trang,701984.1992,"['waterfront', 'luggage dropoff allowed', 'dedicated workspace', 'cho phép gửi hành lý', 'hướng nhìn ra biển']",APARTMENT,0.5
200,Hồ Chí Minh,1318193.583,"['luggage dropoff allowed', 'free parking on premises', 'bếp', 'hướng nhìn ra biển']",APARTMENT,1
201,Vietnam,1017353.734,['elevator'],APARTMENT,1
202,Hồ Chí Minh,972482.7327,['hướng nhìn ra biển'],APARTMENT,0.5
203,Đà Nẵng,1414689.187,"['lake access', 'chỗ ở có camera an ninh ngoài nhà']",APARTMENT,1
204,Hà Nội,942809.026,"['exterior security cameras on property', 'bếp']",APARTMENT,1.5
205,Đà Nẵng,1257880.777,"['hướng nhìn ra đường chân trời thành phố', 'dedicated workspace', 'wi-fi', 'tv với truyền hình cáp tiêu chuẩn']",HOSTEL,0.5
206,Hồ Chí Minh,12649658,['lake access'],APARTMENT,1
207,Nha Trang,1202200.651,"['waterfront', 'lake access', 'luggage dropoff allowed', 'tv', 'hair dryer']",APARTMENT,0.5
208,Hà Nội,1511437.193,"['cho phép thú cưng', 'dedicated workspace', 'exterior security cameras on property']",APARTMENT,0.5
209,Hà Nội,781104.8649,"['điều hòa nhiệt độ', 'cho phép thú cưng', 'free parking on premises', 'thang máy']",APARTMENT,1
210,Đà Nẵng,465415.0174,"['cho phép thú cưng', 'pets allowed', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'pool']",HOTEL,1
211,Nha Trang,998516.8423,['hot tub'],APARTMENT,1
212,Nha Trang,4470235.933,['free parking on premises'],VILLA,1
213,Hồ Chí Minh,1201573.615,['hướng nhìn ra đường chân trời thành phố'],HOSTEL,0.5
214,Hồ Chí Minh,695918.3827,['hướng nhìn ra đường chân trời thành phố'],HOSTEL,0.5
215,Hồ Chí Minh,1455881.262,"['bếp', 'hot tub', 'dedicated workspace', 'washer', 'kitchen']",VILLA,1
216,Hà Nội,1066640.857,"['máy sấy tóc', 'wifi', 'không có máy báo khói']",HOSTEL,1
217,Nha Trang,1105012.881,"['pets allowed', 'hair dryer', 'hot tub', 'luggage dropoff allowed', 'air conditioning']",APARTMENT,1.5
