user_id,location_pref_str,budget_pref,amenities_pref,property_type_pref_str,travel_frequency_score
63,Hà Nội,1202382.2003775402,"['chỗ ở có camera an ninh ngoài nhà', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'chỗ đỗ xe miễn phí tại nơi ở']",APARTMENT,0.5
64,Nha Trang,593682.9567130881,"['không có máy báo khói', 'bể bơi', 'elevator']",APARTMENT,1.0
65,Nha Trang,1478109.523353157,"['free parking on premises', 'dedicated workspace', 'thang máy']",VILLA,0.5
66,Hà Nội,572656.477801547,"['hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'cho phép thú cưng']",APARTMENT,1.5
67,Hồ Chí Minh,3244071.5649447786,"['kitchen', 'luggage dropoff allowed', 'cho phép gửi hành lý', 'pets allowed', 'tv với truyền hình cáp tiêu chuẩn']",HOSTEL,0.5
68,Hồ Chí Minh,1343706.5405316555,['tv'],APARTMENT,0.5
69,Hà Nội,526582.6997069727,"['city skyline view', 'máy sấy tóc', 'tv với truyền hình cáp tiêu chuẩn']",APARTMENT,0.5
70,Đà Nẵng,8768308.215681642,"['city skyline view', 'lake access']",HOTEL,0.5
71,Hồ Chí Minh,4243230.01934514,"['thang máy', 'luggage dropoff allowed', 'air conditioning', 'không có máy phát hiện khí co', 'tv']",HOSTEL,1.0
72,Đà Nẵng,338918.80578366853,"['tầng thượng', 'hướng nhìn ra biển']",APARTMENT,0.5
73,Quảng Nam,471055.48482331395,"['luggage dropoff allowed', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'lối ra bãi biển – hướng biển', 'cho phép thú cưng']",APARTMENT,0.5
74,Hà Nội,364802.17197068385,"['không có máy phát hiện khí co', 'washer']",VILLA,0.5
75,Đà Nẵng,5392437.072368107,['không có máy báo khói'],APARTMENT,1.0
76,Nha Trang,747802.7907153748,"['washer', 'cho phép thú cưng']",HOSTEL,1.5
77,Nha Trang,367668.34551527986,"['hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'hot tub', 'free parking on premises', 'máy giặt']",APARTMENT,1.0
78,Đà Nẵng,1176036.7646755758,['hot tub'],APARTMENT,1.5
79,Hà Nội,659587.8214675039,"['máy giặt', 'thang máy', 'hot tub', 'lối ra bãi biển – hướng biển']",APARTMENT,1.0
80,Hồ Chí Minh,1962333.2708440889,"['máy giặt', 'tầng thượng', 'tv với truyền hình cáp tiêu chuẩn']",HOSTEL,1.0
81,Đà Nẵng,520252.3790736168,['máy giặt'],APARTMENT,0.5
82,Hồ Chí Minh,446059.1411659786,"['dedicated workspace', 'lock on bedroom door']",HOSTEL,1.5
83,Hà Nội,1627241.8791525885,['free parking on premises'],APARTMENT,1.0
84,Nha Trang,4170161.731802005,"['cho phép thú cưng', 'không gian riêng để làm việc', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'hướng nhìn ra đường chân trời thành phố', 'elevator']",HOTEL,1.5
85,Nha Trang,1282787.2564878447,"['hair dryer', 'mở cửa theo giờ giấc cụ thể']",HOTEL,1.0
86,Hồ Chí Minh,1499044.322728586,"['dedicated workspace', 'mở cửa theo giờ giấc cụ thể']",APARTMENT,1.5
87,Nha Trang,3852385.2672448666,"['pool', 'hướng nhìn ra biển', 'miễn phí đỗ xe trên đường/phố', 'dedicated workspace', 'thang máy']",HOSTEL,0.5
88,Nha Trang,867030.9236326178,"['không có máy phát hiện khí co', 'luggage dropoff allowed']",APARTMENT,0.5
89,Nha Trang,672227.3416256655,"['tv với truyền hình cáp tiêu chuẩn', 'waterfront', 'không có máy phát hiện khí co', 'mở cửa theo giờ giấc cụ thể', 'kitchen']",APARTMENT,1.0
90,Hồ Chí Minh,1116577.3793213724,['tầng thượng'],APARTMENT,0.5
91,Hà Nội,6564778.8531473065,"['chỗ đỗ xe miễn phí tại nơi ở', 'không có máy báo khói', 'miễn phí đỗ xe trên đường/phố', 'luggage dropoff allowed']",HOSTEL,1.0
92,Nha Trang,1740787.5503636675,"['washer', 'không có máy báo khói', 'tv', 'wi-fi', 'hot tub']",APARTMENT,0.5
93,Hà Nội,664304.6984477234,"['bếp', 'thang máy', 'miễn phí đỗ xe trên đường/phố']",APARTMENT,1.0
94,Hồ Chí Minh,1574022.8121619592,"['chỗ đỗ xe miễn phí tại nơi ở', 'city skyline view', 'wifi', 'không gian riêng để làm việc']",APARTMENT,1.5
95,Hà Nội,1220398.7009663926,"['máy sấy tóc', 'city skyline view', 'hướng nhìn ra đường chân trời thành phố', 'mở cửa theo giờ giấc cụ thể']",HOSTEL,0.5
96,Đà Nẵng,7102849.965791642,"['máy giặt', 'hướng nhìn ra biển', 'city skyline view', 'không có máy báo khói']",APARTMENT,1.0
97,Hà Nội,752792.6313394848,"['wi-fi', 'chỗ ở có camera an ninh ngoài nhà', 'máy giặt']",HOSTEL,1.0
98,Nha Trang,5063190.036677327,"['không gian riêng để làm việc', 'chỗ đỗ xe miễn phí tại nơi ở', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm']",VILLA,0.5
99,Hồ Chí Minh,350715.1492557393,"['kitchen', 'free parking on premises']",APARTMENT,1.0
100,Nha Trang,4076650.473729001,"['thang máy', 'pets allowed', 'cho phép thú cưng']",APARTMENT,1.0
101,Hồ Chí Minh,1453883.1704533175,"['exterior security cameras on property', 'thang máy', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm']",HOSTEL,1.5
102,Hà Nội,13265136.47677372,"['elevator', 'kitchen', 'dedicated workspace', 'wi-fi', 'air conditioning']",APARTMENT,0.5
103,Nha Trang,979997.3834509745,"['dedicated workspace', 'bể bơi', 'air conditioning', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm']",APARTMENT,0.5
104,Hồ Chí Minh,322949.428539714,"['bếp', 'wifi', 'điều hòa nhiệt độ', 'luggage dropoff allowed', 'exterior security cameras on property']",APARTMENT,0.5
105,Hà Nội,8216732.748039341,['cho phép gửi hành lý'],APARTMENT,1.5
106,Hồ Chí Minh,495713.16869234183,"['elevator', 'free parking on premises', 'wi-fi']",APARTMENT,1.0
107,Hà Nội,666576.823588851,['chỗ ở có camera an ninh ngoài nhà'],APARTMENT,0.5
108,Nha Trang,599402.4515956277,"['exterior security cameras on property', 'lake access', 'không gian riêng để làm việc', 'hot tub']",VILLA,0.5
109,Hà Nội,384645.130226433,"['lock on bedroom door', 'thang máy']",APARTMENT,1.5
110,Hà Nội,612626.1502353972,['chỗ đỗ xe miễn phí tại nơi ở'],APARTMENT,0.5
111,Hà Nội,1164315.63384643,"['chỗ ở có camera an ninh ngoài nhà', 'hot tub', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'waterfront']",HOSTEL,1.5
112,Nha Trang,1155271.4152515582,"['hot tub', 'dedicated workspace']",APARTMENT,1.5
113,Nha Trang,534613.3438354804,"['elevator', 'hướng nhìn ra đường chân trời thành phố', 'lock on bedroom door', 'wifi']",APARTMENT,0.5
114,Hà Nội,1591851.5810905674,['free parking on premises'],APARTMENT,1.0
115,Hồ Chí Minh,651874.4776983275,"['miễn phí đỗ xe trên đường/phố', 'mở cửa theo giờ giấc cụ thể', 'tv với truyền hình cáp tiêu chuẩn']",APARTMENT,1.5
116,Hà Nội,1281065.0147323268,"['lake access', 'tầng thượng', 'bếp']",APARTMENT,1.5
117,Hà Nội,547768.5615062368,['wi-fi'],APARTMENT,1.0
118,Nha Trang,1579691.5746961308,['wifi'],HOTEL,0.5
119,Hà Nội,13311021.648290548,"['city skyline view', 'lối ra bãi biển – hướng biển']",APARTMENT,0.5
120,Nha Trang,1361183.5955091824,"['tv', 'cho phép thú cưng', 'máy giặt', 'máy sấy tóc']",APARTMENT,1.0
121,Hồ Chí Minh,405826.4765922037,"['city skyline view', 'hướng nhìn ra đường chân trời thành phố', 'tv', 'pool']",VILLA,1.0
122,Vietnam,655446.2156060191,['wifi'],HOSTEL,1.0
123,Hồ Chí Minh,1609117.5806476357,"['cho phép thú cưng', 'washer', 'tv với truyền hình cáp tiêu chuẩn', 'thang máy']",APARTMENT,0.5
124,Nha Trang,564379.5806656287,"['máy sấy tóc', 'mở cửa theo giờ giấc cụ thể', 'air conditioning', 'bếp', 'hướng nhìn ra biển']",HOSTEL,1.0
125,Đà Nẵng,666767.5241889432,['exterior security cameras on property'],HOSTEL,1.0
126,Vietnam,2777367.5788978594,['chỗ ở có camera an ninh ngoài nhà'],APARTMENT,0.5
127,Nha Trang,7659928.38034675,"['máy sấy tóc', 'washer', 'city skyline view']",HOSTEL,1.0
128,Hồ Chí Minh,1288097.343591061,"['free parking on premises', 'chỗ đỗ xe miễn phí tại nơi ở']",APARTMENT,0.5
129,Đà Nẵng,882950.8156752177,"['mở cửa theo giờ giấc cụ thể', 'không gian riêng để làm việc', 'elevator', 'kitchen', 'điều hòa nhiệt độ']",APARTMENT,1.0
130,Đà Nẵng,7924231.98793456,"['cho phép thú cưng', 'cho phép gửi hành lý', 'chỗ ở có camera an ninh ngoài nhà', 'luggage dropoff allowed']",APARTMENT,1.0
131,Hà Nội,665780.3300649114,"['bếp', 'waterfront', 'exterior security cameras on property']",APARTMENT,0.5
132,Hà Nội,519310.68365080695,"['air conditioning', 'hot tub']",APARTMENT,1.0
133,Hồ Chí Minh,1165600.7745648348,"['free parking on premises', 'không gian riêng để làm việc', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm']",APARTMENT,1.5
134,Nha Trang,4467213.338044528,"['hướng nhìn ra đường chân trời thành phố', 'air conditioning']",VILLA,1.0
135,Hà Nội,1223272.2753660302,"['không gian riêng để làm việc', 'lối ra bãi biển – hướng biển', 'cho phép thú cưng', 'tv với truyền hình cáp tiêu chuẩn', 'miễn phí đỗ xe trên đường/phố']",APARTMENT,1.5
136,Đà Nẵng,671606.5578303979,"['bếp', 'không có máy báo khói', 'miễn phí đỗ xe trên đường/phố', 'lối ra bãi biển – hướng biển', 'máy sấy tóc']",VILLA,1.0
137,Hà Nội,13191109.433205564,"['hướng nhìn ra biển', 'hot tub']",APARTMENT,0.5
138,Hà Nội,758165.5766246995,"['máy giặt', 'không có máy phát hiện khí co', 'wi-fi', 'không có máy báo khói']",APARTMENT,1.0
139,Đà Nẵng,4972382.315451701,['free parking on premises'],APARTMENT,0.5
140,Hà Nội,1143683.5160404136,['lock on bedroom door'],APARTMENT,1.5
141,Hà Nội,1095519.828063908,"['lối ra bãi biển – hướng biển', 'pets allowed']",APARTMENT,1.0
142,Đà Nẵng,532480.4219999688,"['thang máy', 'washer', 'lake access']",HOSTEL,0.5
143,Đà Nẵng,9327875.506980507,"['free parking on premises', 'exterior security cameras on property', 'city skyline view', 'pool']",APARTMENT,0.5
144,Nha Trang,817983.3418455292,"['wi-fi', 'lake access']",APARTMENT,1.0
145,Nha Trang,772238.3768522865,"['điều hòa nhiệt độ', 'hướng nhìn ra đường chân trời thành phố', 'air conditioning']",APARTMENT,0.5
146,Hồ Chí Minh,1322603.4049862856,"['chỗ đỗ xe miễn phí tại nơi ở', 'wi-fi', 'tv']",HOSTEL,0.5
147,Đà Nẵng,1293006.310813635,['free parking on premises'],VILLA,1.5
148,Hồ Chí Minh,425276.16475413006,['chỗ đỗ xe miễn phí tại nơi ở'],HOTEL,1.0
149,Nha Trang,994195.1824229134,"['elevator', 'lake access']",HOSTEL,0.5
150,Đà Nẵng,521220.35456204705,"['không có máy phát hiện khí co', 'air conditioning']",APARTMENT,0.5
151,Nha Trang,3540882.6790502453,"['air conditioning', 'wi-fi', 'miễn phí đỗ xe trên đường/phố']",APARTMENT,0.5
152,Đà Nẵng,644569.3744961962,"['không gian riêng để làm việc', 'lock on bedroom door', 'kitchen', 'cho phép gửi hành lý', 'exterior security cameras on property']",APARTMENT,1.5
153,Hồ Chí Minh,1385228.6972905356,"['exterior security cameras on property', 'air conditioning']",APARTMENT,0.5
154,Đà Nẵng,1333653.6738789438,"['lake access', 'lock on bedroom door', 'cho phép gửi hành lý', 'hướng nhìn ra đường chân trời thành phố']",HOSTEL,0.5
155,Hồ Chí Minh,702794.8046741157,"['wifi', 'điều hòa nhiệt độ', 'chỗ ở có camera an ninh ngoài nhà', 'hướng nhìn ra biển']",HOSTEL,1.0
156,Hà Nội,4385804.361118244,"['mở cửa theo giờ giấc cụ thể', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'hot tub', 'hair dryer', 'máy giặt']",APARTMENT,1.0
157,Đà Nẵng,419391.56787363364,"['wifi', 'hair dryer', 'cho phép gửi hành lý']",APARTMENT,0.5
158,Hà Nội,316322.7796834873,['kitchen'],APARTMENT,1.5
159,Hồ Chí Minh,11846163.274267325,"['không có máy phát hiện khí co', 'chỗ đỗ xe miễn phí tại nơi ở']",APARTMENT,1.5
160,Hà Nội,425142.25810000603,"['city skyline view', 'máy sấy tóc']",APARTMENT,0.5
161,Hà Nội,627753.2044845527,['hướng nhìn ra đường chân trời thành phố'],HOSTEL,0.5
162,Hà Nội,555800.4594802466,"['lối ra bãi biển – hướng biển', 'exterior security cameras on property', 'máy sấy tóc', 'pool', 'city skyline view']",APARTMENT,0.5
163,Nha Trang,749006.4288473333,"['tầng thượng', 'cho phép thú cưng', 'miễn phí đỗ xe trên đường/phố', 'không gian riêng để làm việc', 'bể bơi']",APARTMENT,1.0
164,Hồ Chí Minh,7897975.857528857,['tầng thượng'],APARTMENT,0.5
165,Hà Nội,1350182.5918863884,"['hướng nhìn ra đường chân trời thành phố', 'máy giặt', 'không có máy phát hiện khí co', 'wi-fi']",APARTMENT,1.0
166,Hà Nội,1279053.276111877,"['chỗ ở có camera an ninh ngoài nhà', 'waterfront', 'city skyline view', 'tv với truyền hình cáp tiêu chuẩn', 'tv']",APARTMENT,1.0
167,Đà Nẵng,1600925.702966661,['hot tub'],HOSTEL,1.5
168,Hà Nội,11955937.312118161,"['hair dryer', 'pets allowed', 'elevator', 'waterfront']",HOSTEL,1.0
169,Hà Nội,1230753.037989142,"['chỗ ở có camera an ninh ngoài nhà', 'wi-fi', 'không có máy báo khói', 'không gian riêng để làm việc']",APARTMENT,1.5
170,Hồ Chí Minh,11717654.546613606,"['tv với truyền hình cáp tiêu chuẩn', 'lock on bedroom door', 'kitchen', 'bếp']",VILLA,0.5
171,Hồ Chí Minh,1525840.3328872146,['free parking on premises'],APARTMENT,0.5
172,Hồ Chí Minh,3610159.1746623325,"['không có máy báo khói', 'lối ra bãi biển – hướng biển', 'máy giặt']",APARTMENT,1.5
173,Đà Nẵng,644423.1107672426,"['hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'dedicated workspace', 'hướng nhìn ra biển', 'tv', 'không có máy phát hiện khí co']",APARTMENT,1.0
174,Hồ Chí Minh,889994.3063173152,"['lock on bedroom door', 'cho phép thú cưng', 'elevator', 'lake access', 'free parking on premises']",APARTMENT,0.5
175,Nha Trang,672788.1394688333,['không gian riêng để làm việc'],APARTMENT,1.5
176,Nha Trang,358453.3937917846,['thang máy'],APARTMENT,1.0
177,Hồ Chí Minh,936943.2234295576,"['hướng nhìn ra đường chân trời thành phố', 'waterfront']",HOSTEL,1.5
178,Hồ Chí Minh,647730.9940604654,"['bể bơi', 'máy giặt', 'lake access', 'free parking on premises', 'tv với truyền hình cáp tiêu chuẩn']",APARTMENT,0.5
179,Hà Nội,9210982.923914395,"['luggage dropoff allowed', 'exterior security cameras on property']",APARTMENT,1.5
180,Hồ Chí Minh,1260794.2388595329,"['wi-fi', 'hair dryer', 'cho phép thú cưng']",APARTMENT,1.5
181,Đà Nẵng,1376376.926277278,"['máy giặt', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'hướng nhìn ra biển', 'mở cửa theo giờ giấc cụ thể']",APARTMENT,1.0
182,Nha Trang,1392180.4782476556,"['điều hòa nhiệt độ', 'wifi', 'chỗ ở có camera an ninh ngoài nhà', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'cho phép gửi hành lý']",VILLA,1.5
183,Hồ Chí Minh,880746.5796051503,"['không có máy báo khói', 'city skyline view', 'hướng nhìn ra biển', 'kitchen', 'thang máy']",VILLA,1.0
184,Nha Trang,6021960.795062106,"['hair dryer', 'lake access', 'máy giặt', 'không có máy phát hiện khí co']",APARTMENT,1.0
185,Nha Trang,1037210.2411093727,['điều hòa nhiệt độ'],APARTMENT,1.5
186,Nha Trang,717533.269046688,"['air conditioning', 'hướng nhìn ra biển']",APARTMENT,1.0
187,Hà Nội,477666.90568404505,"['lock on bedroom door', 'hướng nhìn ra đường chân trời thành phố', 'tầng thượng', 'free parking on premises', 'wi-fi']",HOTEL,0.5
188,Đà Nẵng,1481765.7155249869,"['air conditioning', 'miễn phí đỗ xe trên đường/phố']",HOSTEL,0.5
189,Đà Nẵng,2878312.6735869907,"['pets allowed', 'elevator']",APARTMENT,1.0
190,Hà Nội,710252.0209379842,"['free parking on premises', 'không có máy phát hiện khí co']",APARTMENT,1.5
191,Hồ Chí Minh,4965690.093467046,"['kitchen', 'bể bơi']",HOSTEL,1.0
192,Hồ Chí Minh,395942.75072026596,"['city skyline view', 'pool', 'pets allowed', 'exterior security cameras on property', 'điều hòa nhiệt độ']",APARTMENT,1.5
193,Hà Nội,471166.73574608983,['hướng nhìn ra biển'],HOSTEL,1.0
194,Đà Nẵng,1468089.6660070317,"['waterfront', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'mở cửa theo giờ giấc cụ thể', 'free parking on premises']",APARTMENT,0.5
195,Hồ Chí Minh,740512.0330533579,"['pets allowed', 'máy giặt', 'pool', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm']",APARTMENT,1.5
196,Hà Nội,1612823.8602087628,"['bếp', 'lối ra bãi biển – hướng biển', 'dedicated workspace', 'elevator', 'exterior security cameras on property']",HOTEL,0.5
197,Hồ Chí Minh,407563.32037731097,"['thang máy', 'điều hòa nhiệt độ', 'lối ra bãi biển – hướng biển', 'lake access']",APARTMENT,0.5
198,Hà Nội,9476338.572325824,"['air conditioning', 'city skyline view', 'lake access']",APARTMENT,1.0
199,Đà Nẵng,1091789.4887532408,"['miễn phí đỗ xe trên đường/phố', 'hair dryer', 'tv với truyền hình cáp tiêu chuẩn', 'không có máy phát hiện khí co']",APARTMENT,1.0
200,Hà Nội,1220946.1099429308,['city skyline view'],APARTMENT,1.0
201,Đà Nẵng,2305263.484423991,['lake access'],APARTMENT,1.0
202,Nha Trang,395734.0416207364,"['hướng nhìn ra đường chân trời thành phố', 'chỗ ở có camera an ninh ngoài nhà', 'tv với truyền hình cáp tiêu chuẩn']",APARTMENT,1.5
203,Hồ Chí Minh,9109463.12774349,"['hair dryer', 'không gian riêng để làm việc']",APARTMENT,1.0
204,Hà Nội,632611.2793755459,"['bếp', 'miễn phí đỗ xe trên đường/phố', 'wi-fi', 'chỗ ở có camera an ninh ngoài nhà', 'chỗ đỗ xe miễn phí tại nơi ở']",APARTMENT,0.5
205,Đà Nẵng,1458864.0314768653,"['wi-fi', 'thang máy', 'máy sấy tóc', 'tv với truyền hình cáp tiêu chuẩn']",HOSTEL,0.5
206,Hồ Chí Minh,647409.2008732674,"['air conditioning', 'pool', 'hồ bơi chung ngoài trời – có sẵn hoặc phục vụ quanh năm', 'bể bơi', 'chỗ đỗ xe miễn phí tại nơi ở']",APARTMENT,1.5
207,Hà Nội,2487160.713736287,['bếp'],HOSTEL,1.0
208,Đà Nẵng,543087.4358600643,['tầng thượng'],HOSTEL,1.0
